state,collection_date,Inpatient Beds Occupied Estimated (All Inpatient),Count LL (All Inpatient),Count UL (All Inpatient),Percentage of Inpatient Beds Occupied Estimated (All Inpatient),Percentage LL (All Inpatient),Percentage UL (All Inpatient),Total Inpatient Beds (All Inpatient),Total LL (All Inpatient),Total UL (All Inpatient),Inpatient Beds Occupied by COVID-19 Patients Estimated (COVID-19 Inpatient),Count LL (COVID-19 Inpatient),Count UL (COVID-19 Inpatient),Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated (COVID-19 Inpatient),Percentage LL (COVID-19 Inpatient),Percentage UL (COVID-19 Inpatient),Total Inpatient Beds (COVID-19 Inpatient),Total LL (COVID-19 Inpatient),Total UL (COVID-19 Inpatient),Staffed Adult ICU Beds Occupied Estimated (ICU),Count LL (ICU),Count UL (ICU),Percentage of Staffed Adult ICU Beds Occupied Estimated (ICU),Percentage LL (ICU),Percentage UL (ICU),Total Staffed Adult ICU Beds (ICU),Total LL (ICU),Total UL (ICU),geocoded_state
AR,2020/11/16,"5,082","5,071","5,094",61.88,61.88,61.88,"8,214","8,214","8,214",909,899,919,11.07,11.07,11.07,"8,214","8,214","8,214",739,739,739,72.38,72.38,72.38,"1,021","1,021","1,021",POINT (-92.439162 34.899825)
CO,2020/11/16,"6,399","6,387","6,411",63.38,62.9,63.87,"10,095","10,071","10,119","1,408","1,407","1,409",13.95,13.76,14.13,"10,095","10,071","10,119",926,926,926,71.25,70.51,72,"1,300","1,294","1,305",POINT (-105.547832 38.998552)
DE,2020/11/16,"1,616","1,616","1,616",65.72,65.72,65.72,"2,459","2,459","2,459",200,200,200,8.13,8.13,8.13,"2,459","2,459","2,459",146,146,146,83.91,83.91,83.91,174,174,174,POINT (-75.452394 38.994926)
FL,2020/11/16,"38,619","38,558","38,680",74.84,74.48,75.2,"51,603","51,534","51,672","4,327","4,325","4,329",8.56,8.48,8.65,"51,603","51,534","51,672","4,654","4,654","4,654",74.21,74.21,74.21,"6,271","6,271","6,271",POINT (-82.420978 28.260731)
HI,2020/11/16,"1,664","1,660","1,668",66.99,66.99,66.99,"2,469","2,447","2,491",90,89,91,3.65,3.65,3.65,"2,469","2,447","2,491",133,133,133,58.85,58.85,58.85,226,226,226,POINT (-157.854309 21.361013)
IA,2020/11/16,"5,157","5,157","5,157",65.65,65.65,65.65,"7,855","7,855","7,855","1,500","1,499","1,502",19.36,19.36,19.36,"7,855","7,855","7,855",542,542,542,80.9,80.9,80.9,670,670,670,POINT (-93.500061 42.074659)
IL,2020/11/16,"19,722","19,690","19,755",66.49,65.98,67.01,"29,661","29,581","29,741","5,896","5,884","5,907",19.88,19.58,20.17,"29,661","29,581","29,741","2,385","2,383","2,387",63.07,62.66,63.47,"3,782","3,773","3,791",POINT (-89.148632 40.124144)
KY,2020/11/16,"8,220","8,207","8,232",69.33,69.33,69.33,"11,855","11,855","11,855","1,546","1,543","1,548",13.04,13.04,13.04,"11,855","11,855","11,855","1,178","1,174","1,181",76.96,76.96,76.96,"1,530","1,530","1,530",POINT (-85.290484 37.526683)
MA,2020/11/16,"11,276","11,276","11,276",64.69,64.69,64.69,"17,432","17,432","17,432",855,850,860,4.9,4.9,4.9,"17,432","17,432","17,432",940,940,940,49.06,49.06,49.06,"1,916","1,916","1,916",POINT (-71.481104 42.151077)
ME,2020/11/16,"1,829","1,829","1,829",65.27,65.27,65.27,"2,802","2,802","2,802",94,94,94,3.35,3.35,3.35,"2,802","2,802","2,802",216,216,216,67.29,67.29,67.29,321,321,321,POINT (-69.06137 45.117911)
MN,2020/11/16,"7,653","7,653","7,653",72.76,72.76,72.76,"10,518","10,518","10,518","1,877","1,877","1,877",17.85,17.85,17.85,"10,518","10,518","10,518",765,765,765,79.36,79.36,79.36,964,964,964,POINT (-94.198308 46.349153)
MO,2020/11/16,"10,792","10,792","10,792",62.72,62.72,62.72,"17,207","17,207","17,207","2,516","2,516","2,516",14.62,14.62,14.62,"17,207","17,207","17,207","1,494","1,494","1,494",76.15,76.15,76.15,"1,962","1,962","1,962",POINT (-92.477244 38.3675)
MS,2020/11/16,"4,994","4,991","4,997",62.37,62.2,62.54,"8,007","8,000","8,014",836,836,837,10.45,10.36,10.54,"8,007","8,000","8,014",663,663,663,78.65,78.65,78.65,843,843,843,POINT (-89.65344 32.713378)
MT,2020/11/16,"1,900","1,897","1,904",67.97,67.41,68.54,"2,796","2,788","2,804",506,505,507,18.1,17.77,18.43,"2,796","2,788","2,804",167,167,167,72.93,72.93,72.93,229,229,229,POINT (-109.645127 47.033521)
ND,2020/11/16,"1,524","1,522","1,526",75.48,74.94,76.02,"2,019","2,013","2,025",496,495,497,24.57,24.23,24.9,"2,019","2,013","2,025",127,127,127,92.03,92.03,92.03,138,138,138,POINT (-100.46931 47.446305)
NH,2020/11/16,"1,813","1,813","1,813",64.68,64.68,64.68,"2,803","2,803","2,803",106,106,106,3.78,3.78,3.78,"2,803","2,803","2,803",165,165,165,58.1,58.1,58.1,284,284,284,POINT (-71.57139 43.680429)
NJ,2020/11/16,"13,768","13,768","13,768",71.31,71.31,71.31,"19,306","19,306","19,306","2,415","2,415","2,415",12.51,12.51,12.51,"19,306","19,306","19,306","1,444","1,444","1,444",64.21,64.21,64.21,"2,249","2,249","2,249",POINT (-74.655514 40.110253)
NV,2020/11/16,"5,646","5,646","5,646",76.41,76.41,76.41,"7,389","7,389","7,389","1,165","1,165","1,165",16.14,16.14,16.14,"7,389","7,389","7,389",690,690,690,78.68,78.68,78.68,877,877,877,POINT (-114.916992 39.283294)
NY,2020/11/16,"38,869","38,650","39,089",72.12,70.87,73.36,"53,897","53,645","54,150","3,386","3,368","3,405",6.28,5.93,6.64,"53,897","53,645","54,150","3,963","3,946","3,980",58.12,57.27,58.97,"6,819","6,795","6,843",POINT (-75.59655 42.921241)
OK,2020/11/16,"6,689","6,677","6,701",64.83,64.41,65.25,"10,318","10,293","10,343","1,300","1,297","1,304",12.92,12.69,13.16,"10,318","10,293","10,343",883,883,883,76.19,76.19,76.19,"1,159","1,159","1,159",POINT (-97.508297 35.583449)
PA,2020/11/16,"23,216","23,211","23,222",72.61,72.34,72.89,"31,973","31,922","32,024","3,595","3,590","3,600",11.36,11.21,11.5,"31,973","31,922","32,024","3,054","3,053","3,054",79.37,79.2,79.55,"3,847","3,843","3,851",POINT (-77.838886 40.896694)
SC,2020/11/16,"7,477","7,477","7,477",77.81,77.81,77.81,"9,609","9,609","9,609",770,770,770,8.01,8.01,8.01,"9,609","9,609","9,609",935,935,935,74.98,74.98,74.98,"1,247","1,247","1,247",POINT (-80.864614 33.878572)
TN,2020/11/16,"12,125","12,125","12,125",73.43,73.43,73.43,"16,512","16,512","16,512","2,062","2,060","2,065",12.87,12.87,12.87,"16,512","16,512","16,512","1,721","1,721","1,721",76.32,76.32,76.32,"2,255","2,191","2,318",POINT (-86.343226 35.842998)
UT,2020/11/16,"2,802","2,802","2,802",53.67,53.67,53.67,"5,221","5,221","5,221",533,531,535,10.21,10.21,10.21,"5,221","5,221","5,221",435,435,435,70.16,70.16,70.16,620,620,620,POINT (-111.678222 39.323779)
VA,2020/11/16,"11,338","11,338","11,338",66.34,66.34,66.34,"17,091","17,091","17,091","1,329","1,329","1,329",7.78,7.78,7.78,"17,091","17,091","17,091","1,347","1,347","1,347",66.49,66.49,66.49,"2,026","2,026","2,026",POINT (-78.666382 37.510861)
AK,2020/11/17,885,885,885,62.54,62.54,62.54,"1,415","1,415","1,415",149,149,149,10.53,10.53,10.53,"1,415","1,415","1,415",98,98,98,74.24,74.24,74.24,132,132,132,POINT (-151.631889 63.631126)
AR,2020/11/17,"5,448","5,448","5,448",65.23,65.23,65.23,"8,352","8,352","8,352",966,957,975,11.57,11.57,11.57,"8,352","8,352","8,352",760,760,760,74,74,74,"1,027","1,027","1,027",POINT (-92.439162 34.899825)
CO,2020/11/17,"6,858","6,855","6,861",68.05,67.85,68.25,"10,078","10,066","10,090","1,528","1,527","1,528",15.16,15.06,15.25,"10,078","10,066","10,090",966,966,966,73.36,72.77,73.95,"1,317","1,312","1,321",POINT (-105.547832 38.998552)
DE,2020/11/17,"1,824","1,824","1,824",72.61,72.61,72.61,"2,512","2,512","2,512",194,194,194,7.72,7.72,7.72,"2,512","2,512","2,512",141,141,141,81.03,81.03,81.03,174,174,174,POINT (-75.452394 38.994926)
FL,2020/11/17,"40,439","40,409","40,469",78.28,78.05,78.51,"51,662","51,606","51,718","4,128","4,112","4,143",8.16,7.93,8.38,"51,662","51,606","51,718","5,010","4,992","5,028",79.04,78.39,79.69,"6,339","6,336","6,342",POINT (-82.420978 28.260731)
HI,2020/11/17,"1,631","1,621","1,641",65.08,63.44,66.73,"2,506","2,483","2,529",84,84,84,3.35,3.05,3.66,"2,506","2,483","2,529",147,146,148,68.37,67.72,69.02,215,215,215,POINT (-157.854309 21.361013)
IA,2020/11/17,"5,327","5,327","5,327",67.35,67.35,67.35,"7,910","7,910","7,910","1,530","1,527","1,532",19.59,19.59,19.59,"7,910","7,910","7,910",568,568,568,81.61,81.61,81.61,696,696,696,POINT (-93.500061 42.074659)
IL,2020/11/17,"20,410","20,357","20,464",68.66,67.99,69.33,"29,726","29,635","29,817","6,050","6,030","6,071",20.35,19.94,20.77,"29,726","29,635","29,817","2,500","2,493","2,507",65.91,65.32,66.51,"3,793","3,784","3,802",POINT (-89.148632 40.124144)
KY,2020/11/17,"8,584","8,584","8,584",72.41,72.41,72.41,"11,855","11,855","11,855","1,576","1,575","1,578",13.3,13.3,13.3,"11,855","11,855","11,855","1,197","1,195","1,199",78.24,78.24,78.24,"1,530","1,530","1,530",POINT (-85.290484 37.526683)
MA,2020/11/17,"11,883","11,883","11,883",68.04,68.04,68.04,"17,465","17,465","17,465",881,877,885,5.04,5.04,5.04,"17,465","17,465","17,465","1,008","1,008","1,008",52.55,52.55,52.55,"1,918","1,918","1,918",POINT (-71.481104 42.151077)
ME,2020/11/17,"1,950","1,950","1,950",69.32,69.32,69.32,"2,813","2,813","2,813",99,99,99,3.52,3.52,3.52,"2,813","2,813","2,813",236,236,236,74.92,74.92,74.92,315,315,315,POINT (-69.06137 45.117911)
MN,2020/11/17,"7,846","7,836","7,857",74.6,74.16,75.04,"10,518","10,495","10,541","1,960","1,956","1,964",18.63,18.37,18.9,"10,518","10,495","10,541",812,809,814,84.36,84.36,84.36,962,962,962,POINT (-94.198308 46.349153)
MO,2020/11/17,"11,376","11,376","11,376",65.4,65.4,65.4,"17,395","17,395","17,395","2,686","2,686","2,686",15.44,15.44,15.44,"17,395","17,395","17,395","1,570","1,570","1,570",78.89,78.89,78.89,"1,990","1,990","1,990",POINT (-92.477244 38.3675)
MS,2020/11/17,"5,308","5,297","5,318",65.75,65.2,66.3,"8,072","8,050","8,094",884,883,885,10.95,10.75,11.15,"8,072","8,050","8,094",674,674,674,78.83,78.83,78.83,855,855,855,POINT (-89.65344 32.713378)
MT,2020/11/17,"1,945","1,945","1,945",69.14,69.14,69.14,"2,813","2,813","2,813",483,483,483,17.17,17.17,17.17,"2,813","2,813","2,813",159,159,159,71.62,71.62,71.62,222,222,222,POINT (-109.645127 47.033521)
ND,2020/11/17,"1,575","1,575","1,575",79.71,79.71,79.71,"1,976","1,976","1,976",472,472,472,23.89,23.89,23.89,"1,976","1,976","1,976",124,124,124,88.57,88.57,88.57,140,140,140,POINT (-100.46931 47.446305)
NH,2020/11/17,"1,913","1,913","1,913",68.05,68.05,68.05,"2,811","2,811","2,811",114,113,115,4.06,4.06,4.06,"2,811","2,811","2,811",172,172,172,60.99,60.99,60.99,282,282,282,POINT (-71.57139 43.680429)
NJ,2020/11/17,"14,466","14,466","14,466",74.62,74.62,74.62,"19,387","19,387","19,387","2,530","2,530","2,530",13.05,13.05,13.05,"19,387","19,387","19,387","1,486","1,486","1,486",65.99,65.99,65.99,"2,252","2,252","2,252",POINT (-74.655514 40.110253)
NV,2020/11/17,"5,837","5,837","5,837",78.63,78.63,78.63,"7,423","7,423","7,423","1,235","1,235","1,235",17.01,17.01,17.01,"7,423","7,423","7,423",706,673,738,81,81,81,871,871,871,POINT (-114.916992 39.283294)
NY,2020/11/17,"40,334","40,266","40,401",74.68,74.2,75.16,"54,007","53,888","54,126","3,604","3,579","3,629",6.67,6.3,7.05,"54,007","53,888","54,126","4,180","4,173","4,186",60.71,60.36,61.07,"6,884","6,873","6,895",POINT (-75.59655 42.921241)
OK,2020/11/17,"7,112","7,072","7,152",68.56,67.36,69.75,"10,374","10,324","10,424","1,333","1,320","1,346",13.17,12.37,13.98,"10,374","10,324","10,424",899,895,903,77.23,76.31,78.15,"1,164","1,160","1,168",POINT (-97.508297 35.583449)
PA,2020/11/17,"24,115","24,097","24,134",76.06,75.74,76.38,"31,706","31,653","31,759","3,769","3,762","3,776",12.01,11.83,12.19,"31,706","31,653","31,759","3,098","3,095","3,100",81.07,80.8,81.33,"3,821","3,817","3,825",POINT (-77.838886 40.896694)
SC,2020/11/17,"7,852","7,852","7,852",80.98,80.98,80.98,"9,696","9,696","9,696",779,779,779,8.03,8.03,8.03,"9,696","9,696","9,696",973,973,973,77.47,77.47,77.47,"1,256","1,256","1,256",POINT (-80.864614 33.878572)
TN,2020/11/17,"12,519","12,517","12,521",75.57,75.57,75.57,"16,567","16,567","16,567","2,117","2,117","2,117",13.17,13.17,13.17,"16,567","16,567","16,567","1,803","1,803","1,803",80,80,80,"2,254","2,188","2,320",POINT (-86.343226 35.842998)
UT,2020/11/17,"3,014","3,012","3,015",57.67,57.67,57.67,"5,225","5,225","5,225",556,555,557,10.64,10.64,10.64,"5,225","5,225","5,225",454,454,455,72.37,72.37,72.37,628,628,628,POINT (-111.678222 39.323779)
VA,2020/11/17,"11,706","11,706","11,706",68.52,68.52,68.52,"17,085","17,085","17,085","1,348","1,348","1,348",7.89,7.89,7.89,"17,085","17,085","17,085","1,356","1,356","1,356",67,67,67,"2,024","2,024","2,024",POINT (-78.666382 37.510861)
AK,2020/11/18,932,932,932,65.27,65.27,65.27,"1,428","1,428","1,428",142,142,142,9.94,9.94,9.94,"1,428","1,428","1,428",104,104,104,78.2,78.2,78.2,133,133,133,POINT (-151.631889 63.631126)
AR,2020/11/18,"5,503","5,503","5,503",65.82,65.82,65.82,"8,361","8,361","8,361",911,903,919,10.9,10.9,10.9,"8,361","8,361","8,361",767,767,767,75.94,75.94,75.94,"1,010","1,010","1,010",POINT (-92.439162 34.899825)
CO,2020/11/18,"6,936","6,936","6,936",68.51,68.51,68.51,"10,124","10,124","10,124","1,591","1,591","1,591",15.72,15.72,15.72,"10,124","10,124","10,124",976,976,976,73.38,73.38,73.38,"1,330","1,330","1,330",POINT (-105.547832 38.998552)
DE,2020/11/18,"1,864","1,864","1,864",73.94,73.94,73.94,"2,521","2,521","2,521",201,201,201,7.97,7.97,7.97,"2,521","2,521","2,521",149,149,149,85.63,85.63,85.63,174,174,174,POINT (-75.452394 38.994926)
FL,2020/11/18,"41,028","40,992","41,065",79.15,78.87,79.43,"51,837","51,769","51,905","4,118","4,099","4,137",8.11,7.83,8.38,"51,837","51,769","51,905","5,034","5,033","5,036",79.77,79.64,79.91,"6,311","6,307","6,315",POINT (-82.420978 28.260731)
HI,2020/11/18,"1,657","1,653","1,661",66.07,66.07,66.07,"2,508","2,487","2,529",88,88,88,3.51,3.51,3.51,"2,508","2,487","2,529",136,136,136,62.67,62.67,62.67,217,217,217,POINT (-157.854309 21.361013)
IA,2020/11/18,"5,335","5,335","5,335",67.34,67.34,67.34,"7,923","7,923","7,923","1,535","1,534","1,536",19.63,19.63,19.63,"7,923","7,923","7,923",554,554,554,80.06,80.06,80.06,692,692,692,POINT (-93.500061 42.074659)
IL,2020/11/18,"20,758","20,690","20,825",69.75,68.91,70.59,"29,760","29,646","29,874","6,100","6,074","6,126",20.5,19.98,21.01,"29,760","29,646","29,874","2,518","2,510","2,526",66.29,65.56,67.02,"3,798","3,786","3,810",POINT (-89.148632 40.124144)
KY,2020/11/18,"8,522","8,522","8,522",71.92,71.92,71.92,"11,850","11,850","11,850","1,566","1,566","1,566",13.22,13.22,13.22,"11,850","11,850","11,850","1,180","1,179","1,181",77.07,77.07,77.07,"1,531","1,531","1,531",POINT (-85.290484 37.526683)
MA,2020/11/18,"11,980","11,980","11,980",68.75,68.75,68.75,"17,426","17,426","17,426",916,913,919,5.26,5.26,5.26,"17,426","17,426","17,426","1,032","1,032","1,032",53.64,53.64,53.64,"1,924","1,924","1,924",POINT (-71.481104 42.151077)
ME,2020/11/18,"1,994","1,994","1,994",70.94,70.94,70.94,"2,811","2,811","2,811",123,123,123,4.38,4.38,4.38,"2,811","2,811","2,811",239,239,239,75.16,75.16,75.16,318,318,318,POINT (-69.06137 45.117911)
MN,2020/11/18,"8,121","8,120","8,122",76.35,76.35,76.35,"10,637","10,637","10,637","1,989","1,988","1,990",18.7,18.7,18.7,"10,637","10,637","10,637",820,820,820,83.5,83.5,83.5,982,982,982,POINT (-94.198308 46.349153)
MO,2020/11/18,"11,569","11,569","11,569",66.14,66.14,66.14,"17,493","17,493","17,493","2,749","2,748","2,750",15.71,15.71,15.71,"17,493","17,493","17,493","1,560","1,560","1,560",77.77,77.77,77.77,"2,006","2,006","2,006",POINT (-92.477244 38.3675)
MS,2020/11/18,"5,431","5,431","5,431",66.97,66.97,66.97,"8,110","8,110","8,110",892,890,894,11,11,11,"8,110","8,110","8,110",683,683,683,80.64,80.64,80.64,847,847,847,POINT (-89.65344 32.713378)
MT,2020/11/18,"1,987","1,987","1,987",70.56,70.56,70.56,"2,816","2,816","2,816",482,482,482,17.12,17.12,17.12,"2,816","2,816","2,816",173,173,173,76.55,76.55,76.55,226,226,226,POINT (-109.645127 47.033521)
ND,2020/11/18,"1,619","1,619","1,619",81.11,81.11,81.11,"1,996","1,996","1,996",474,474,474,23.75,23.75,23.75,"1,996","1,996","1,996",137,137,137,95.8,95.8,95.8,143,143,143,POINT (-100.46931 47.446305)
NH,2020/11/18,"1,969","1,969","1,969",70.05,70.05,70.05,"2,811","2,811","2,811",126,126,126,4.48,4.48,4.48,"2,811","2,811","2,811",173,173,173,61.35,61.35,61.35,282,282,282,POINT (-71.57139 43.680429)
NJ,2020/11/18,"14,780","14,780","14,780",76.36,76.36,76.36,"19,356","19,356","19,356","2,545","2,545","2,545",13.15,13.15,13.15,"19,356","19,356","19,356","1,512","1,512","1,512",66.64,66.64,66.64,"2,269","2,269","2,269",POINT (-74.655514 40.110253)
NV,2020/11/18,"5,912","5,912","5,912",79.82,79.82,79.82,"7,407","7,407","7,407","1,306","1,306","1,306",18.05,18.05,18.05,"7,407","7,407","7,407",737,737,737,83.28,83.28,83.28,885,885,885,POINT (-114.916992 39.283294)
NY,2020/11/18,"40,640","40,607","40,674",75.16,74.96,75.37,"54,069","54,023","54,115","3,709","3,709","3,709",6.86,6.86,6.86,"54,069","54,023","54,115","4,285","4,284","4,286",62.15,62.12,62.17,"6,895","6,895","6,895",POINT (-75.59655 42.921241)
OK,2020/11/18,"7,252","7,242","7,262",70.37,69.99,70.74,"10,306","10,283","10,329","1,395","1,394","1,396",13.88,13.74,14.03,"10,306","10,283","10,329",890,890,890,82.1,82.1,82.1,"1,084","1,084","1,084",POINT (-97.508297 35.583449)
PA,2020/11/18,"24,844","24,841","24,847",77.01,76.77,77.24,"32,262","32,219","32,305","3,944","3,940","3,949",12.35,12.23,12.47,"32,262","32,219","32,305","3,205","3,204","3,206",82.72,82.61,82.84,"3,874","3,872","3,876",POINT (-77.838886 40.896694)
SC,2020/11/18,"8,015","8,015","8,015",82.53,82.53,82.53,"9,712","9,712","9,712",783,782,784,8.06,8.06,8.06,"9,712","9,712","9,712",993,993,993,78.87,78.87,78.87,"1,259","1,259","1,259",POINT (-80.864614 33.878572)
TN,2020/11/18,"12,648","12,647","12,648",76.22,76.03,76.42,"16,593","16,574","16,612","2,135","2,128","2,142",13.26,13.01,13.5,"16,593","16,574","16,612","1,850","1,850","1,850",81.7,76.4,87.01,"2,264","2,198","2,331",POINT (-86.343226 35.842998)
UT,2020/11/18,"3,140","3,139","3,141",60.1,60.1,60.1,"5,225","5,225","5,225",541,540,542,10.35,10.35,10.35,"5,225","5,225","5,225",475,475,475,75.64,75.64,75.64,628,628,628,POINT (-111.678222 39.323779)
VA,2020/11/18,"11,913","11,913","11,913",69.54,69.54,69.54,"17,132","17,132","17,132","1,399","1,399","1,399",8.17,8.17,8.17,"17,132","17,132","17,132","1,385","1,385","1,385",68.23,68.23,68.23,"2,030","2,030","2,030",POINT (-78.666382 37.510861)
AK,2020/11/19,911,909,913,63.66,63.66,63.66,"1,431","1,431","1,431",129,129,129,9.01,9.01,9.01,"1,431","1,431","1,431",99,99,99,75.57,75.57,75.57,131,131,131,POINT (-151.631889 63.631126)
AR,2020/11/19,"5,503","5,503","5,503",65.87,65.87,65.87,"8,354","8,354","8,354",941,941,941,11.26,11.26,11.26,"8,354","8,354","8,354",787,787,787,78.08,78.08,78.08,"1,008","1,008","1,008",POINT (-92.439162 34.899825)
CO,2020/11/19,"6,979","6,969","6,989",69.48,69.48,69.48,"10,044","10,044","10,044","1,634","1,633","1,634",16.26,16.26,16.26,"10,044","10,044","10,044","1,009","1,009","1,009",75.02,75.02,75.02,"1,345","1,345","1,345",POINT (-105.547832 38.998552)
DE,2020/11/19,"1,789","1,789","1,789",70.8,70.8,70.8,"2,527","2,527","2,527",221,221,221,8.75,8.75,8.75,"2,527","2,527","2,527",148,148,148,85.06,85.06,85.06,174,174,174,POINT (-75.452394 38.994926)
FL,2020/11/19,"40,675","40,635","40,716",78.96,78.63,79.28,"51,517","51,437","51,597","4,085","4,063","4,106",8.09,7.79,8.4,"51,517","51,437","51,597","5,034","5,032","5,036",80.15,80.01,80.3,"6,280","6,276","6,284",POINT (-82.420978 28.260731)
HI,2020/11/19,"1,718","1,704","1,732",68.11,65.98,70.25,"2,522","2,496","2,548",80,80,80,3.17,2.81,3.53,"2,522","2,496","2,548",143,142,144,65,64.35,65.65,220,220,220,POINT (-157.854309 21.361013)
IA,2020/11/19,"5,305","5,305","5,305",66.83,66.83,66.83,"7,938","7,938","7,938","1,452","1,450","1,453",18.53,18.53,18.53,"7,938","7,938","7,938",532,532,532,76.88,76.88,76.88,692,692,692,POINT (-93.500061 42.074659)
IL,2020/11/19,"20,839","20,765","20,913",70.26,69.34,71.18,"29,659","29,535","29,783","6,161","6,132","6,189",20.77,20.2,21.34,"29,659","29,535","29,783","2,533","2,524","2,542",67.16,66.35,67.97,"3,772","3,759","3,785",POINT (-89.148632 40.124144)
KY,2020/11/19,"8,596","8,596","8,596",72.54,72.54,72.54,"11,850","11,850","11,850","1,573","1,572","1,574",13.27,13.27,13.27,"11,850","11,850","11,850","1,189","1,185","1,192",77.64,77.64,77.64,"1,531","1,531","1,531",POINT (-85.290484 37.526683)
MA,2020/11/19,"12,260","12,260","12,260",70.26,70.26,70.26,"17,449","17,449","17,449",904,904,904,5.18,5.18,5.18,"17,449","17,449","17,449","1,012","1,012","1,012",52.57,52.57,52.57,"1,925","1,925","1,925",POINT (-71.481104 42.151077)
ME,2020/11/19,"2,009","2,006","2,012",71.44,71.44,71.44,"2,812","2,812","2,812",122,121,122,4.32,4.32,4.32,"2,812","2,812","2,812",236,236,237,74.61,74.1,75.11,317,317,317,POINT (-69.06137 45.117911)
MN,2020/11/19,"8,103","8,103","8,103",76.04,76.04,76.04,"10,656","10,656","10,656","1,990","1,990","1,991",18.68,18.65,18.71,"10,656","10,656","10,656",800,799,802,81.1,80.8,81.41,987,987,987,POINT (-94.198308 46.349153)
MO,2020/11/19,"11,503","11,503","11,503",65.97,65.97,65.97,"17,436","17,436","17,436","2,767","2,767","2,767",15.87,15.87,15.87,"17,436","17,436","17,436","1,561","1,560","1,562",78.28,78.28,78.28,"1,994","1,994","1,994",POINT (-92.477244 38.3675)
MS,2020/11/19,"5,393","5,387","5,399",66.62,66.21,67.04,"8,095","8,076","8,114",918,907,929,11.34,10.52,12.16,"8,095","8,076","8,114",702,702,702,82.39,82.39,82.39,852,852,852,POINT (-89.65344 32.713378)
MT,2020/11/19,"1,998","1,998","1,998",69.67,69.67,69.67,"2,868","2,868","2,868",465,465,465,16.21,16.21,16.21,"2,868","2,868","2,868",176,176,176,76.19,76.19,76.19,231,231,231,POINT (-109.645127 47.033521)
ND,2020/11/19,"1,574","1,573","1,575",79.41,79.07,79.76,"1,982","1,978","1,986",486,486,487,24.55,24.35,24.74,"1,982","1,978","1,986",137,137,137,93.2,93.2,93.2,147,147,147,POINT (-100.46931 47.446305)
NH,2020/11/19,"1,909","1,909","1,909",68.92,68.92,68.92,"2,770","2,770","2,770",127,126,128,4.58,4.58,4.58,"2,770","2,770","2,770",176,176,176,62.41,62.41,62.41,282,282,282,POINT (-71.57139 43.680429)
NJ,2020/11/19,"14,729","14,729","14,729",75.82,75.82,75.82,"19,425","19,425","19,425","2,571","2,571","2,571",13.24,13.24,13.24,"19,425","19,425","19,425","1,469","1,461","1,477",65.46,65.46,65.46,"2,244","2,244","2,244",POINT (-74.655514 40.110253)
NV,2020/11/19,"5,856","5,846","5,866",78.9,78.52,79.28,"7,422","7,412","7,432","1,316","1,296","1,336",18.16,16.84,19.48,"7,422","7,412","7,432",744,744,744,83.5,83.5,83.5,891,891,891,POINT (-114.916992 39.283294)
NY,2020/11/19,"40,270","40,203","40,338",74.62,74.14,75.1,"53,970","53,851","54,089","3,760","3,749","3,772",6.97,6.77,7.17,"53,970","53,851","54,089","4,231","4,224","4,238",61.54,61.19,61.89,"6,875","6,864","6,886",POINT (-75.59655 42.921241)
OK,2020/11/19,"7,112","7,110","7,115",69.29,69.16,69.42,"10,265","10,250","10,280","1,408","1,407","1,409",14.07,14.01,14.13,"10,265","10,250","10,280",894,894,894,82.4,82.4,82.4,"1,085","1,085","1,085",POINT (-97.508297 35.583449)
